user,entityId,entityType,eventType
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,638856,product,impression
IWAsa5OEqMrO6ZnnTLr28R2UlL0S2-8h,572626,product,impression
ufa98KKQtHpDq6IDvK8ClwAwk_uIzVmM,616616,product,impression
ufa98KKQtHpDq6IDvK8ClwAwk_uIzVmM,679646,product,impression
ufa98KKQtHpDq6IDvK8ClwAwk_uIzVmM,668608,product,impression
AU4AMEDQJP2qqKHgNDVE-o0ekF1WutuC,748300,product,impression
ufa98KKQtHpDq6IDvK8ClwAwk_uIzVmM,668573,product,impression
AU4AMEDQJP2qqKHgNDVE-o0ekF1WutuC,747264,product,impression
ufa98KKQtHpDq6IDvK8ClwAwk_uIzVmM,663575,product,impression
ufa98KKQtHpDq6IDvK8ClwAwk_uIzVmM,662711,product,impression
ufa98KKQtHpDq6IDvK8ClwAwk_uIzVmM,661213,product,impression
ufa98KKQtHpDq6IDvK8ClwAwk_uIzVmM,720253,product,impression
ufa98KKQtHpDq6IDvK8ClwAwk_uIzVmM,718821,product,impression
ufa98KKQtHpDq6IDvK8ClwAwk_uIzVmM,685765,product,impression
ufa98KKQtHpDq6IDvK8ClwAwk_uIzVmM,685079,product,impression
ufa98KKQtHpDq6IDvK8ClwAwk_uIzVmM,683342,product,impression
ufa98KKQtHpDq6IDvK8ClwAwk_uIzVmM,694928,product,impression
ufa98KKQtHpDq6IDvK8ClwAwk_uIzVmM,694771,product,impression
ufa98KKQtHpDq6IDvK8ClwAwk_uIzVmM,694729,product,impression
ufa98KKQtHpDq6IDvK8ClwAwk_uIzVmM,692570,product,impression
AU4AMEDQJP2qqKHgNDVE-o0ekF1WutuC,764159,product,impression
AU4AMEDQJP2qqKHgNDVE-o0ekF1WutuC,742982,product,impression
ufa98KKQtHpDq6IDvK8ClwAwk_uIzVmM,691823,product,impression
AU4AMEDQJP2qqKHgNDVE-o0ekF1WutuC,746630,product,impression
AU4AMEDQJP2qqKHgNDVE-o0ekF1WutuC,766921,product,impression
AU4AMEDQJP2qqKHgNDVE-o0ekF1WutuC,761487,product,impression
AU4AMEDQJP2qqKHgNDVE-o0ekF1WutuC,745830,product,impression
AU4AMEDQJP2qqKHgNDVE-o0ekF1WutuC,745785,product,impression
AU4AMEDQJP2qqKHgNDVE-o0ekF1WutuC,671981,product,impression
AU4AMEDQJP2qqKHgNDVE-o0ekF1WutuC,668943,product,impression
AU4AMEDQJP2qqKHgNDVE-o0ekF1WutuC,766750,product,impression
AU4AMEDQJP2qqKHgNDVE-o0ekF1WutuC,767590,product,impression
AU4AMEDQJP2qqKHgNDVE-o0ekF1WutuC,766912,product,impression
AU4AMEDQJP2qqKHgNDVE-o0ekF1WutuC,759652,product,impression
AU4AMEDQJP2qqKHgNDVE-o0ekF1WutuC,747464,product,impression
